WindowID	Chr	Start	End	First_Gene	Last_Gene	N_Genes	N_genes_TMHMM	N_Genes_Single_TMHMM	Per_genes_TMHMM	Per_Genes_Single_TMHMM	Warning_Truncated_Window	Annot_source
5790	CM074207.1	37500001	39500000	BgiMline_009140	BgiMline_009233	94	16	9	17%	9.6%	.	iM_Bu
5791	CM074207.1	38000001	40000000	BgiMline_009158	BgiMline_009254	97	14	8	14.4%	8.2%	.	iM_Bu
5792	CM074207.1	38500001	40500000	BgiMline_009185	BgiMline_009280	96	14	7	14.6%	7.3%	.	iM_Bu
5793	CM074207.1	39000001	41000000	BgiMline_009206	BgiMline_009304	99	15	4	15.2%	4%	.	iM_Bu
5794	CM074207.1	39500001	41500000	BgiMline_009233	BgiMline_009329	97	13	4	13.4%	4.1%	.	iM_Bu
5795	CM074207.1	40000001	42000000	BgiMline_009255	BgiMline_009348	94	14	5	14.9%	5.3%	.	iM_Bu
5796	CM074207.1	40500001	42500000	BgiMline_009281	BgiMline_009367	87	15	7	17.2%	8%	.	iM_Bu
5797	CM074207.1	41000001	43000000	BgiMline_009305	BgiMline_009387	83	13	8	15.7%	9.6%	.	iM_Bu
5798	CM074207.1	41500001	43500000	BgiMline_009330	BgiMline_009403	74	13	8	17.6%	10.8%	.	iM_Bu
5799	CM074207.1	42000001	44000000	BgiMline_009349	BgiMline_009422	74	12	8	16.2%	10.8%	.	iM_Bu
5800	CM074207.1	42500001	44500000	BgiMline_009368	BgiMline_009448	81	13	8	16%	9.9%	.	iM_Bu
5801	CM074207.1	43000001	45000000	BgiMline_009388	BgiMline_009472	85	11	7	12.9%	8.2%	.	iM_Bu
5802	CM074207.1	43500001	45500000	BgiMline_009404	BgiMline_009493	90	14	7	15.6%	7.8%	.	iM_Bu
5803	CM074207.1	44000001	46000000	BgiMline_009422	BgiMline_009517	96	18	9	18.8%	9.4%	.	iM_Bu
5804	CM074207.1	44500001	46500000	BgiMline_009449	BgiMline_009540	92	15	7	16.3%	7.6%	.	iM_Bu
5805	CM074207.1	45000001	47000000	BgiMline_009473	BgiMline_009560	88	23	10	26.1%	11.4%	.	iM_Bu
5806	CM074207.1	45500001	47500000	BgiMline_009493	BgiMline_009579	87	22	12	25.3%	13.8%	.	iM_Bu
5807	CM074207.1	46000001	48000000	BgiMline_009518	BgiMline_009603	86	20	11	23.3%	12.8%	.	iM_Bu
5808	CM074207.1	46500001	48500000	BgiMline_009540	BgiMline_009630	91	21	11	23.1%	12.1%	.	iM_Bu
5809	CM074207.1	47000001	49000000	BgiMline_009561	BgiMline_009659	99	17	7	17.2%	7.1%	.	iM_Bu
5810	CM074207.1	47500001	49500000	BgiMline_009579	BgiMline_009670	92	12	3	13%	3.3%	.	iM_Bu
5811	CM074207.1	48000001	50000000	BgiMline_009604	BgiMline_009692	89	15	2	16.9%	2.2%	.	iM_Bu
5812	CM074207.1	48500001	50500000	BgiMline_009630	BgiMline_009718	89	12	1	13.5%	1.1%	.	iM_Bu
5813	CM074207.1	49000001	51000000	BgiMline_009660	BgiMline_009745	86	10	3	11.6%	3.5%	.	iM_Bu
5814	CM074207.1	49500001	51500000	BgiMline_009670	BgiMline_009765	96	14	6	14.6%	6.2%	.	iM_Bu
5815	CM074207.1	50000001	52000000	BgiMline_009692	BgiMline_009788	97	16	8	16.5%	8.2%	.	iM_Bu
5816	CM074207.1	50500001	52500000	BgiMline_009719	BgiMline_009816	98	16	8	16.3%	8.2%	.	iM_Bu
5817	CM074207.1	51000001	53000000	BgiMline_009746	BgiMline_009837	92	14	6	15.2%	6.5%	.	iM_Bu
5818	CM074207.1	51500001	53500000	BgiMline_009766	BgiMline_009854	89	10	3	11.2%	3.4%	.	iM_Bu
5819	CM074207.1	52000001	54000000	BgiMline_009789	BgiMline_009861	73	3	0	4.1%	0%	X	iM_Bu
5820	CM074208.1	1	2000000	BgiMline_004807	BgiMline_004890	84	6	2	7.1%	2.4%	.	iM_Bu
5821	CM074208.1	500001	2500000	BgiMline_004819	BgiMline_004912	94	11	3	11.7%	3.2%	.	iM_Bu
5822	CM074208.1	1000001	3000000	BgiMline_004839	BgiMline_004931	93	17	3	18.3%	3.2%	.	iM_Bu
5823	CM074208.1	1500001	3500000	BgiMline_004862	BgiMline_004956	95	21	5	22.1%	5.3%	.	iM_Bu
5824	CM074208.1	2000001	4000000	BgiMline_004891	BgiMline_004980	90	25	7	27.8%	7.8%	.	iM_Bu
5825	CM074208.1	2500001	4500000	BgiMline_004913	BgiMline_005008	96	25	6	26%	6.2%	.	iM_Bu
5826	CM074208.1	3000001	5000000	BgiMline_004932	BgiMline_005029	98	23	8	23.5%	8.2%	.	iM_Bu
5827	CM074208.1	3500001	5500000	BgiMline_004956	BgiMline_005049	94	21	6	22.3%	6.4%	.	iM_Bu
5828	CM074208.1	4000001	6000000	BgiMline_004980	BgiMline_005064	85	15	4	17.6%	4.7%	.	iM_Bu
5829	CM074208.1	4500001	6500000	BgiMline_005009	BgiMline_005083	75	18	4	24%	5.3%	.	iM_Bu
5830	CM074208.1	5000001	7000000	BgiMline_005030	BgiMline_005102	73	21	4	28.8%	5.5%	.	iM_Bu
5831	CM074208.1	5500001	7500000	BgiMline_005050	BgiMline_005127	78	20	6	25.6%	7.7%	.	iM_Bu
5832	CM074208.1	6000001	8000000	BgiMline_005065	BgiMline_005155	91	20	6	22%	6.6%	.	iM_Bu
5833	CM074208.1	6500001	8500000	BgiMline_005084	BgiMline_005181	98	16	9	16.3%	9.2%	.	iM_Bu
5834	CM074208.1	7000001	9000000	BgiMline_005103	BgiMline_005189	87	9	6	10.3%	6.9%	.	iM_Bu
5835	CM074208.1	7500001	9500000	BgiMline_005127	BgiMline_005211	85	15	6	17.6%	7.1%	.	iM_Bu
5836	CM074208.1	8000001	10000000	BgiMline_005156	BgiMline_005229	74	21	7	28.4%	9.5%	.	iM_Bu
5837	CM074208.1	8500001	10500000	BgiMline_005181	BgiMline_005249	69	21	6	30.4%	8.7%	.	iM_Bu
5838	CM074208.1	9000001	11000000	BgiMline_005190	BgiMline_005266	77	24	7	31.2%	9.1%	.	iM_Bu
5839	CM074208.1	9500001	11500000	BgiMline_005211	BgiMline_005282	72	23	7	31.9%	9.7%	.	iM_Bu
5840	CM074208.1	10000001	12000000	BgiMline_005230	BgiMline_005302	73	23	10	31.5%	13.7%	.	iM_Bu
5841	CM074208.1	10500001	12500000	BgiMline_005249	BgiMline_005334	86	26	12	30.2%	14%	.	iM_Bu
5842	CM074208.1	11000001	13000000	BgiMline_005267	BgiMline_005356	90	26	14	28.9%	15.6%	.	iM_Bu
5843	CM074208.1	11500001	13500000	BgiMline_005282	BgiMline_005369	88	21	12	23.9%	13.6%	.	iM_Bu
5844	CM074208.1	12000001	14000000	BgiMline_005303	BgiMline_005387	85	14	9	16.5%	10.6%	.	iM_Bu
5845	CM074208.1	12500001	14500000	BgiMline_005334	BgiMline_005404	71	8	7	11.3%	9.9%	.	iM_Bu
5846	CM074208.1	13000001	15000000	BgiMline_005356	BgiMline_005429	74	7	5	9.5%	6.8%	.	iM_Bu
5847	CM074208.1	13500001	15500000	BgiMline_005369	BgiMline_005450	82	9	5	11%	6.1%	.	iM_Bu
5848	CM074208.1	14000001	16000000	BgiMline_005388	BgiMline_005471	84	10	3	11.9%	3.6%	.	iM_Bu
5849	CM074208.1	14500001	16500000	BgiMline_005405	BgiMline_005493	89	14	5	15.7%	5.6%	.	iM_Bu
5850	CM074208.1	15000001	17000000	BgiMline_005430	BgiMline_005513	84	17	8	20.2%	9.5%	.	iM_Bu
5851	CM074208.1	15500001	17500000	BgiMline_005450	BgiMline_005537	88	19	10	21.6%	11.4%	.	iM_Bu
5852	CM074208.1	16000001	18000000	BgiMline_005472	BgiMline_005559	88	20	12	22.7%	13.6%	.	iM_Bu
5853	CM074208.1	16500001	18500000	BgiMline_005493	BgiMline_005584	92	17	11	18.5%	12%	.	iM_Bu
5854	CM074208.1	17000001	19000000	BgiMline_005514	BgiMline_005605	92	14	10	15.2%	10.9%	.	iM_Bu
5855	CM074208.1	17500001	19500000	BgiMline_005537	BgiMline_005627	91	12	9	13.2%	9.9%	.	iM_Bu
5856	CM074208.1	18000001	20000000	BgiMline_005560	BgiMline_005645	86	12	8	14%	9.3%	.	iM_Bu
5857	CM074208.1	18500001	20500000	BgiMline_005585	BgiMline_005669	85	13	6	15.3%	7.1%	.	iM_Bu
5858	CM074208.1	19000001	21000000	BgiMline_005605	BgiMline_005693	89	12	3	13.5%	3.4%	.	iM_Bu
5859	CM074208.1	19500001	21500000	BgiMline_005628	BgiMline_005710	83	11	2	13.3%	2.4%	.	iM_Bu
5860	CM074208.1	20000001	22000000	BgiMline_005646	BgiMline_005730	85	14	3	16.5%	3.5%	.	iM_Bu
5861	CM074208.1	20500001	22500000	BgiMline_005670	BgiMline_005750	81	14	5	17.3%	6.2%	.	iM_Bu
5862	CM074208.1	21000001	23000000	BgiMline_005693	BgiMline_005769	77	18	6	23.4%	7.8%	.	iM_Bu
5863	CM074208.1	21500001	23500000	BgiMline_005711	BgiMline_005791	81	17	6	21%	7.4%	.	iM_Bu
5864	CM074208.1	22000001	24000000	BgiMline_005731	BgiMline_005808	78	17	9	21.8%	11.5%	.	iM_Bu
5865	CM074208.1	22500001	24500000	BgiMline_005751	BgiMline_005828	78	18	8	23.1%	10.3%	.	iM_Bu
5866	CM074208.1	23000001	25000000	BgiMline_005769	BgiMline_005847	79	18	8	22.8%	10.1%	.	iM_Bu
5867	CM074208.1	23500001	25500000	BgiMline_005792	BgiMline_005864	73	22	10	30.1%	13.7%	.	iM_Bu
5868	CM074208.1	24000001	26000000	BgiMline_005809	BgiMline_005881	73	18	7	24.7%	9.6%	.	iM_Bu
5869	CM074208.1	24500001	26500000	BgiMline_005829	BgiMline_005901	73	17	6	23.3%	8.2%	.	iM_Bu
5870	CM074208.1	25000001	27000000	BgiMline_005848	BgiMline_005927	80	15	7	18.8%	8.7%	.	iM_Bu
5871	CM074208.1	25500001	27500000	BgiMline_005864	BgiMline_005945	82	14	7	17.1%	8.5%	.	iM_Bu
5872	CM074208.1	26000001	28000000	BgiMline_005882	BgiMline_005974	93	16	5	17.2%	5.4%	.	iM_Bu
5873	CM074208.1	26500001	28500000	BgiMline_005902	BgiMline_005997	96	15	4	15.6%	4.2%	.	iM_Bu
5874	CM074208.1	27000001	29000000	BgiMline_005927	BgiMline_006021	95	12	2	12.6%	2.1%	.	iM_Bu
5875	CM074208.1	27500001	29500000	BgiMline_005946	BgiMline_006119	174	12	1	6.9%	0.6%	.	iM_Bu
5876	CM074208.1	28000001	30000000	BgiMline_005974	BgiMline_006142	169	12	2	7.1%	1.2%	.	iM_Bu
5877	CM074208.1	28500001	30500000	BgiMline_005997	BgiMline_006153	157	12	3	7.6%	1.9%	.	iM_Bu
5878	CM074208.1	29000001	31000000	BgiMline_006022	BgiMline_006163	142	13	3	9.2%	2.1%	.	iM_Bu
5879	CM074208.1	29500001	31500000	BgiMline_006120	BgiMline_006180	61	14	5	23%	8.2%	.	iM_Bu
5880	CM074208.1	30000001	32000000	BgiMline_006143	BgiMline_006191	49	9	4	18.4%	8.2%	.	iM_Bu
5881	CM074208.1	30500001	32500000	BgiMline_006154	BgiMline_006194	41	6	3	14.6%	7.3%	.	iM_Bu
5882	CM074208.1	31000001	33000000	BgiMline_006163	BgiMline_006203	41	4	3	9.8%	7.3%	.	iM_Bu
5883	CM074208.1	31500001	33500000	BgiMline_006180	BgiMline_006219	40	5	0	12.5%	0%	.	iM_Bu
5884	CM074208.1	32000001	34000000	BgiMline_006191	BgiMline_006234	44	10	3	22.7%	6.8%	.	iM_Bu
5885	CM074208.1	32500001	34500000	BgiMline_006195	BgiMline_006244	50	10	3	20%	6%	.	iM_Bu
5886	CM074208.1	33000001	35000000	BgiMline_006204	BgiMline_006261	58	13	6	22.4%	10.3%	.	iM_Bu
5887	CM074208.1	33500001	35500000	BgiMline_006219	BgiMline_006276	58	11	7	19%	12.1%	.	iM_Bu
5888	CM074208.1	34000001	36000000	BgiMline_006234	BgiMline_006289	56	8	4	14.3%	7.1%	.	iM_Bu
5889	CM074208.1	34500001	36500000	BgiMline_006245	BgiMline_006309	65	8	4	12.3%	6.2%	.	iM_Bu
5890	CM074208.1	35000001	37000000	BgiMline_006262	BgiMline_006328	67	11	5	16.4%	7.5%	.	iM_Bu
5891	CM074208.1	35500001	37500000	BgiMline_006277	BgiMline_006352	76	18	6	23.7%	7.9%	.	iM_Bu
5892	CM074208.1	36000001	38000000	BgiMline_006290	BgiMline_006372	83	20	7	24.1%	8.4%	.	iM_Bu
5893	CM074208.1	36500001	38500000	BgiMline_006309	BgiMline_006403	95	26	7	27.4%	7.4%	.	iM_Bu
5894	CM074208.1	37000001	39000000	BgiMline_006328	BgiMline_006427	100	23	3	23%	3%	.	iM_Bu
5895	CM074208.1	37500001	39500000	BgiMline_006352	BgiMline_006440	89	17	2	19.1%	2.2%	.	iM_Bu
5896	CM074208.1	38000001	40000000	BgiMline_006373	BgiMline_006456	84	16	1	19%	1.2%	.	iM_Bu
5897	CM074208.1	38500001	40500000	BgiMline_006404	BgiMline_006476	73	14	4	19.2%	5.5%	.	iM_Bu
5898	CM074208.1	39000001	41000000	BgiMline_006428	BgiMline_006488	61	12	4	19.7%	6.6%	.	iM_Bu
5899	CM074208.1	39500001	41500000	BgiMline_006440	BgiMline_006503	64	13	4	20.3%	6.2%	.	iM_Bu
5900	CM074208.1	40000001	42000000	BgiMline_006456	BgiMline_006532	77	23	6	29.9%	7.8%	.	iM_Bu
5901	CM074208.1	40500001	42500000	BgiMline_006477	BgiMline_006547	71	20	4	28.2%	5.6%	.	iM_Bu
5902	CM074208.1	41000001	43000000	BgiMline_006489	BgiMline_006566	78	20	5	25.6%	6.4%	.	iM_Bu
5903	CM074208.1	41500001	43500000	BgiMline_006504	BgiMline_006591	88	22	6	25%	6.8%	.	iM_Bu
5904	CM074208.1	42000001	44000000	BgiMline_006533	BgiMline_006615	83	18	7	21.7%	8.4%	.	iM_Bu
5905	CM074208.1	42500001	44500000	BgiMline_006548	BgiMline_006641	94	19	8	20.2%	8.5%	.	iM_Bu
5906	CM074208.1	43000001	45000000	BgiMline_006566	BgiMline_006662	97	24	7	24.7%	7.2%	.	iM_Bu
5907	CM074208.1	43500001	45500000	BgiMline_006592	BgiMline_006681	90	24	6	26.7%	6.7%	.	iM_Bu
5908	CM074208.1	44000001	46000000	BgiMline_006616	BgiMline_006700	85	15	3	17.6%	3.5%	.	iM_Bu
5909	CM074208.1	44500001	46500000	BgiMline_006642	BgiMline_006716	75	20	5	26.7%	6.7%	.	iM_Bu
5910	CM074208.1	45000001	47000000	BgiMline_006663	BgiMline_006734	72	16	5	22.2%	6.9%	.	iM_Bu
5911	CM074208.1	45500001	47500000	BgiMline_006682	BgiMline_006759	78	23	5	29.5%	6.4%	.	iM_Bu
5912	CM074208.1	46000001	48000000	BgiMline_006700	BgiMline_006770	71	22	5	31%	7%	.	iM_Bu
5913	CM074208.1	46500001	48500000	BgiMline_006716	BgiMline_006792	77	18	3	23.4%	3.9%	.	iM_Bu
5914	CM074208.1	47000001	49000000	BgiMline_006735	BgiMline_006805	71	17	3	23.9%	4.2%	.	iM_Bu
5915	CM074208.1	47500001	49500000	BgiMline_006760	BgiMline_006820	61	9	5	14.8%	8.2%	X	iM_Bu
5916	CM074209.1	1	2000000	BgiMline_032114	BgiMline_032199	86	11	5	12.8%	5.8%	.	iM_Bu
5917	CM074209.1	500001	2500000	BgiMline_032137	BgiMline_032235	99	12	4	12.1%	4%	.	iM_Bu
5918	CM074209.1	1000001	3000000	BgiMline_032155	BgiMline_032260	106	13	5	12.3%	4.7%	.	iM_Bu
5919	CM074209.1	1500001	3500000	BgiMline_032178	BgiMline_032281	104	12	4	11.5%	3.8%	.	iM_Bu
5920	CM074209.1	2000001	4000000	BgiMline_032199	BgiMline_032316	118	27	5	22.9%	4.2%	.	iM_Bu
5921	CM074209.1	2500001	4500000	BgiMline_032236	BgiMline_033371	98	35	8	35.7%	8.2%	.	iM_Bu
5922	CM074209.1	3000001	5000000	BgiMline_032261	BgiMline_033371	93	47	9	50.5%	9.7%	.	iM_Bu
5923	CM074209.1	3500001	5500000	BgiMline_032281	BgiMline_033371	92	51	9	55.4%	9.8%	.	iM_Bu
5924	CM074209.1	4000001	6000000	BgiMline_032316	BgiMline_033371	82	35	7	42.7%	8.5%	.	iM_Bu
5925	CM074209.1	4500001	6500000	BgiMline_033263	BgiMline_033356	93	28	5	30.1%	5.4%	.	iM_Bu
5926	CM074209.1	5000001	7000000	BgiMline_031335	BgiMline_033335	85	18	7	21.2%	8.2%	.	iM_Bu
5927	CM074209.1	5500001	7500000	BgiMline_031335	BgiMline_033316	84	16	8	19%	9.5%	.	iM_Bu
5928	CM074209.1	6000001	8000000	BgiMline_031335	BgiMline_033292	85	19	9	22.4%	10.6%	.	iM_Bu
5929	CM074209.1	6500001	8500000	BgiMline_031335	BgiMline_033262	78	19	8	24.4%	10.3%	.	iM_Bu
5930	CM074209.1	7000001	9000000	BgiMline_031339	BgiMline_031434	96	22	4	22.9%	4.2%	.	iM_Bu
5931	CM074209.1	7500001	9500000	BgiMline_031358	BgiMline_031463	106	30	4	28.3%	3.8%	.	iM_Bu
5932	CM074209.1	8000001	10000000	BgiMline_031383	BgiMline_031487	105	33	7	31.4%	6.7%	.	iM_Bu
5933	CM074209.1	8500001	10500000	BgiMline_031404	BgiMline_031495	92	30	7	32.6%	7.6%	.	iM_Bu
5934	CM074209.1	9000001	11000000	BgiMline_031435	BgiMline_031514	80	25	9	31.2%	11.3%	.	iM_Bu
5935	CM074209.1	9500001	11500000	BgiMline_031464	BgiMline_031525	62	12	7	19.4%	11.3%	.	iM_Bu
5936	CM074209.1	10000001	12000000	BgiMline_029556	BgiMline_031544	59	10	3	16.9%	5.1%	.	iM_Bu
5937	CM074209.1	10500001	12500000	BgiMline_029556	BgiMline_031544	66	17	4	25.8%	6.1%	.	iM_Bu
5938	CM074209.1	11000001	13000000	BgiMline_029556	BgiMline_031544	61	19	3	31.1%	4.9%	.	iM_Bu
5939	CM074209.1	11500001	13500000	BgiMline_029556	BgiMline_031544	72	22	6	30.6%	8.3%	.	iM_Bu
5940	CM074209.1	12000001	14000000	BgiMline_029558	BgiMline_029630	73	21	11	28.8%	15.1%	.	iM_Bu
5941	CM074209.1	12500001	14500000	BgiMline_029573	BgiMline_029648	76	25	14	32.9%	18.4%	.	iM_Bu
5942	CM074209.1	13000001	15000000	BgiMline_029586	BgiMline_029670	85	24	13	28.2%	15.3%	.	iM_Bu
5943	CM074209.1	13500001	15500000	BgiMline_029608	BgiMline_029687	80	24	12	30%	15%	.	iM_Bu
5944	CM074209.1	14000001	16000000	BgiMline_029631	BgiMline_029708	78	19	8	24.4%	10.3%	.	iM_Bu
5945	CM074209.1	14500001	16500000	BgiMline_029649	BgiMline_029722	74	10	5	13.5%	6.8%	.	iM_Bu
5946	CM074209.1	15000001	17000000	BgiMline_029670	BgiMline_029733	64	12	6	18.8%	9.4%	.	iM_Bu
5947	CM074209.1	15500001	17500000	BgiMline_029688	BgiMline_029745	58	12	7	20.7%	12.1%	.	iM_Bu
5948	CM074209.1	16000001	18000000	BgiMline_029708	BgiMline_029753	46	12	7	26.1%	15.2%	.	iM_Bu
5949	CM074209.1	16500001	18500000	BgiMline_029723	BgiMline_029774	52	10	6	19.2%	11.5%	.	iM_Bu
5950	CM074209.1	17000001	19000000	BgiMline_029733	BgiMline_029804	72	6	6	8.3%	8.3%	.	iM_Bu
5951	CM074209.1	17500001	19500000	BgiMline_029745	BgiMline_029816	72	4	4	5.6%	5.6%	.	iM_Bu
5952	CM074209.1	18000001	20000000	BgiMline_029754	BgiMline_029846	93	3	2	3.2%	2.2%	.	iM_Bu
5953	CM074209.1	18500001	20500000	BgiMline_029774	BgiMline_029872	99	8	3	8.1%	3%	.	iM_Bu
5954	CM074209.1	19000001	21000000	BgiMline_017400	BgiMline_029875	77	8	3	10.4%	3.9%	.	iM_Bu
5955	CM074209.1	19500001	21500000	BgiMline_017400	BgiMline_029875	87	15	3	17.2%	3.4%	.	iM_Bu
5956	CM074209.1	20000001	22000000	BgiMline_017400	BgiMline_029875	79	18	5	22.8%	6.3%	.	iM_Bu
5957	CM074209.1	20500001	22500000	BgiMline_017400	BgiMline_029875	80	19	4	23.7%	5%	.	iM_Bu
5958	CM074209.1	21000001	23000000	BgiMline_017406	BgiMline_017504	99	22	3	22.2%	3%	.	iM_Bu
5959	CM074209.1	21500001	23500000	BgiMline_017427	BgiMline_017522	96	18	4	18.8%	4.2%	.	iM_Bu
5960	CM074209.1	22000001	24000000	BgiMline_017449	BgiMline_017547	99	19	2	19.2%	2%	.	iM_Bu
5961	CM074209.1	22500001	24500000	BgiMline_017476	BgiMline_017566	91	26	4	28.6%	4.4%	.	iM_Bu
5962	CM074209.1	23000001	25000000	BgiMline_017504	BgiMline_017583	80	26	3	32.5%	3.7%	.	iM_Bu
5963	CM074209.1	23500001	25500000	BgiMline_017523	BgiMline_017605	83	26	2	31.3%	2.4%	.	iM_Bu
5964	CM074209.1	24000001	26000000	BgiMline_017548	BgiMline_017625	78	30	4	38.5%	5.1%	.	iM_Bu
5965	CM074209.1	24500001	26500000	BgiMline_017566	BgiMline_017656	91	27	4	29.7%	4.4%	.	iM_Bu
5966	CM074209.1	25000001	27000000	BgiMline_017584	BgiMline_017680	97	26	6	26.8%	6.2%	.	iM_Bu
5967	CM074209.1	25500001	27500000	BgiMline_017605	BgiMline_017704	100	26	7	26%	7%	.	iM_Bu
5968	CM074209.1	26000001	28000000	BgiMline_017626	BgiMline_017726	101	22	10	21.8%	9.9%	.	iM_Bu
5969	CM074209.1	26500001	28500000	BgiMline_017657	BgiMline_017750	94	23	12	24.5%	12.8%	.	iM_Bu
5970	CM074209.1	27000001	29000000	BgiMline_017680	BgiMline_017773	94	23	11	24.5%	11.7%	.	iM_Bu
5971	CM074209.1	27500001	29500000	BgiMline_017705	BgiMline_017792	88	24	10	27.3%	11.4%	.	iM_Bu
5972	CM074209.1	28000001	30000000	BgiMline_017727	BgiMline_017815	89	24	7	27%	7.9%	.	iM_Bu
5973	CM074209.1	28500001	30500000	BgiMline_017750	BgiMline_017831	82	20	5	24.4%	6.1%	.	iM_Bu
5974	CM074209.1	29000001	31000000	BgiMline_017774	BgiMline_017853	80	19	5	23.7%	6.2%	.	iM_Bu
5975	CM074209.1	29500001	31500000	BgiMline_017793	BgiMline_017876	84	17	8	20.2%	9.5%	.	iM_Bu
5976	CM074209.1	30000001	32000000	BgiMline_017815	BgiMline_017901	87	15	6	17.2%	6.9%	.	iM_Bu
5977	CM074209.1	30500001	32500000	BgiMline_017832	BgiMline_017924	93	12	5	12.9%	5.4%	.	iM_Bu
5978	CM074209.1	31000001	33000000	BgiMline_017854	BgiMline_017945	92	13	5	14.1%	5.4%	.	iM_Bu
5979	CM074209.1	31500001	33500000	BgiMline_017877	BgiMline_017965	89	13	3	14.6%	3.4%	.	iM_Bu
5980	CM074209.1	32000001	34000000	BgiMline_017902	BgiMline_017994	93	12	4	12.9%	4.3%	.	iM_Bu
5981	CM074209.1	32500001	34500000	BgiMline_017925	BgiMline_018013	89	9	3	10.1%	3.4%	.	iM_Bu
5982	CM074209.1	33000001	35000000	BgiMline_017946	BgiMline_018041	96	11	4	11.5%	4.2%	.	iM_Bu
5983	CM074209.1	33500001	35500000	BgiMline_017966	BgiMline_018063	98	15	3	15.3%	3.1%	.	iM_Bu
5984	CM074209.1	34000001	36000000	BgiMline_017994	BgiMline_018099	106	27	5	25.5%	4.7%	.	iM_Bu
5985	CM074209.1	34500001	36500000	BgiMline_018014	BgiMline_018121	108	29	5	26.9%	4.6%	.	iM_Bu
5986	CM074209.1	35000001	37000000	BgiMline_018042	BgiMline_018141	100	30	3	30%	3%	.	iM_Bu
5987	CM074209.1	35500001	37500000	BgiMline_018064	BgiMline_018171	108	39	8	36.1%	7.4%	.	iM_Bu
5988	CM074209.1	36000001	38000000	BgiMline_018099	BgiMline_018190	92	28	5	30.4%	5.4%	.	iM_Bu
5989	CM074209.1	36500001	38500000	BgiMline_018121	BgiMline_018205	85	28	5	32.9%	5.9%	.	iM_Bu
5990	CM074209.1	37000001	39000000	BgiMline_018142	BgiMline_018224	83	27	7	32.5%	8.4%	.	iM_Bu
5991	CM074209.1	37500001	39500000	BgiMline_018172	BgiMline_018244	73	11	2	15.1%	2.7%	.	iM_Bu
5992	CM074209.1	38000001	40000000	BgiMline_018191	BgiMline_018261	71	12	4	16.9%	5.6%	.	iM_Bu
5993	CM074209.1	38500001	40500000	BgiMline_018206	BgiMline_018283	78	17	6	21.8%	7.7%	.	iM_Bu
5994	CM074209.1	39000001	41000000	BgiMline_018225	BgiMline_018309	85	17	7	20%	8.2%	.	iM_Bu
5995	CM074209.1	39500001	41500000	BgiMline_018245	BgiMline_018328	84	21	9	25%	10.7%	.	iM_Bu
5996	CM074209.1	40000001	42000000	BgiMline_018261	BgiMline_018355	95	24	8	25.3%	8.4%	.	iM_Bu
5997	CM074209.1	40500001	42500000	BgiMline_018283	BgiMline_018380	98	28	8	28.6%	8.2%	.	iM_Bu
5998	CM074209.1	41000001	43000000	BgiMline_018310	BgiMline_018407	98	33	13	33.7%	13.3%	.	iM_Bu
5999	CM074209.1	41500001	43500000	BgiMline_018329	BgiMline_031939	97	33	13	34%	13.4%	.	iM_Bu
6000	CM074209.1	42000001	44000000	BgiMline_018355	BgiMline_031962	94	30	12	31.9%	12.8%	.	iM_Bu
6001	CM074209.1	42500001	44500000	BgiMline_018380	BgiMline_031983	90	25	16	27.8%	17.8%	.	iM_Bu
6002	CM074209.1	43000001	45000000	BgiMline_018407	BgiMline_032009	89	18	9	20.2%	10.1%	.	iM_Bu
6003	CM074209.1	43500001	45500000	BgiMline_031940	BgiMline_032036	97	23	7	23.7%	7.2%	.	iM_Bu
6004	CM074209.1	44000001	46000000	BgiMline_031963	BgiMline_032053	91	22	8	24.2%	8.8%	.	iM_Bu
6005	CM074209.1	44500001	46500000	BgiMline_031984	BgiMline_032084	101	18	3	17.8%	3%	.	iM_Bu
6006	CM074209.1	45000001	47000000	BgiMline_032010	BgiMline_032102	93	20	7	21.5%	7.5%	.	iM_Bu
6007	CM074209.1	45500001	47500000	BgiMline_032036	BgiMline_032113	78	11	7	14.1%	9%	X	iM_Bu
6008	CM074210.1	1	2000000	BgiMline_028101	BgiMline_028178	78	8	4	10.3%	5.1%	.	iM_Bu
6009	CM074210.1	500001	2500000	BgiMline_028127	BgiMline_028196	70	12	5	17.1%	7.1%	.	iM_Bu
6010	CM074210.1	1000001	3000000	BgiMline_028146	BgiMline_028217	72	12	4	16.7%	5.6%	.	iM_Bu
6011	CM074210.1	1500001	3500000	BgiMline_028163	BgiMline_028239	77	11	4	14.3%	5.2%	.	iM_Bu
6012	CM074210.1	2000001	4000000	BgiMline_028179	BgiMline_028258	80	13	5	16.3%	6.2%	.	iM_Bu
6013	CM074210.1	2500001	4500000	BgiMline_028197	BgiMline_028274	78	12	6	15.4%	7.7%	.	iM_Bu
6014	CM074210.1	3000001	5000000	BgiMline_028218	BgiMline_028287	70	14	8	20%	11.4%	.	iM_Bu
6015	CM074210.1	3500001	5500000	BgiMline_028240	BgiMline_028312	73	14	8	19.2%	11%	.	iM_Bu
6016	CM074210.1	4000001	6000000	BgiMline_028258	BgiMline_028326	69	9	6	13%	8.7%	.	iM_Bu
6017	CM074210.1	4500001	6500000	BgiMline_028274	BgiMline_028348	75	8	4	10.7%	5.3%	.	iM_Bu
6018	CM074210.1	5000001	7000000	BgiMline_028288	BgiMline_028367	80	7	1	8.7%	1.3%	.	iM_Bu
