
LOC106050105	XP_013064065.2
LOC106075036	XP_055888130.1
LOC106075036	XP_055888137.1
LOC106075036	XP_055888147.1
LOC106075037	XP_055888108.1
LOC106075037	XP_055888114.1
LOC106075037	XP_055888118.1
LOC106075039	XP_013091412.2
LOC106075039	XP_055888068.1
LOC106075040	XP_013091413.2
LOC106075040	XP_013091414.2
LOC106075041	XP_013091418.2
LOC106075042	XP_013091415.1
LOC106075042	XP_055888018.1
LOC106075042	XP_055888029.1
LOC106075043	XP_013091416.2
LOC106075044	XP_013091417.2
LOC106075045	XP_013091419.2
LOC106075045	XP_013091420.2
LOC106075045	XP_013091421.2
LOC106075046	XP_055859889.1
LOC106075046	XP_055859895.1
LOC106075047	XP_055863111.1
LOC106075048	XP_055872109.1
LOC106075049	XP_013091425.2
LOC106075049	XP_055883586.1
LOC106075054	XP_055885861.1
LOC106075055	XP_055889718.1
LOC106075058	XP_013091432.2
LOC106075058	XP_055889532.1
LOC106075058	XP_055889533.1
LOC106075060	XP_055889105.1
LOC106075060	XP_055889106.1
LOC106075062	XP_055888212.1
LOC106075062	XP_055888213.1
LOC106075062	XP_055888214.1
LOC106075062	XP_055888215.1
LOC106075062	XP_055888216.1
LOC106075062	XP_055888217.1
LOC106075062	XP_055888218.1
LOC106075066	XP_055869311.1
LOC106075066	XP_055869313.1
LOC106075066	XP_055869314.1
LOC106075066	XP_055869315.1
LOC106075066	XP_055869316.1
LOC106075068	XP_055864992.1
LOC106075068	XP_055864993.1
LOC106075068	XP_055864994.1
LOC106075068	XP_055864995.1
LOC106075068	XP_055864996.1
LOC106075069	XP_013091443.2
LOC106075070	XP_055898296.1
LOC106075070	XP_055898298.1
LOC106075071	XP_055874010.1
LOC106075073	XP_055875243.1
LOC106075073	XP_055875253.1
LOC106075073	XP_055875259.1
LOC106075073	XP_055875266.1
LOC106075074	XP_055875235.1
LOC106075076	XP_055899697.1
LOC106075079	XP_013091450.2
LOC106075080	XP_013091453.2
LOC106075080	XP_055899621.1
LOC106075080	XP_055899622.1
LOC106075081	XP_055899718.1
LOC106075081	XP_055899719.1
LOC106075082	XP_055874008.1
LOC106075082	XP_055874009.1
LOC106075083	XP_013091455.2
LOC106075083	XP_055899312.1
LOC106075083	XP_055899313.1
LOC106075083	XP_055899314.1
LOC106075083	XP_055899315.1
LOC106075083	XP_055899316.1
LOC106075083	XP_055899317.1
LOC106075084	XP_013091459.2
LOC106075084	XP_013091460.2
LOC106075088	XP_055901077.1
LOC106075088	XP_055901078.1
LOC106075089	XP_055899696.1
LOC106075092	XP_013091464.2
LOC106075092	XP_055889385.1
LOC106075099	XP_055896125.1
LOC106075099	XP_055896126.1
LOC106075102	XP_013091475.2
LOC106075102	XP_055874027.1
LOC106075103	XP_055865423.1
LOC106075103	XP_055865424.1
LOC106075106	XP_055861553.1
LOC106075106	XP_055861554.1
LOC106075106	XP_055861555.1
LOC106075106	XP_055861556.1
LOC106075107	XP_013091476.2
LOC106075108	XP_055862894.1
LOC106075109	XP_013091478.2
LOC106075110	XP_013091479.1
LOC106075111	XP_013091480.2
LOC106075112	XP_013091481.2
LOC106075112	XP_013091482.2
LOC106075112	XP_013091483.2
LOC106075113	XP_013091486.2
LOC106075114	XP_055862296.1
LOC106075114	XP_055862297.1
LOC106075114	XP_055862298.1
LOC106075114	XP_055862299.1
LOC106075115	XP_013091485.2
LOC106075121	XP_055868025.1
LOC106075121	XP_055868026.1
LOC106075121	XP_055868027.1
LOC106075121	XP_055868028.1
LOC106075121	XP_055868029.1
LOC106075121	XP_055868030.1
LOC106075121	XP_055868031.1
LOC106075121	XP_055868032.1
LOC106075121	XP_055868033.1
LOC106075122	XP_055868743.1
LOC106075122	XP_055868744.1
LOC106075122	XP_055868745.1
LOC106075123	XP_055882427.1
LOC106075123	XP_055882428.1
LOC106075123	XP_055882429.1
LOC106075123	XP_055882430.1
LOC106075124	XP_055874018.1
LOC106075124	XP_055874019.1
LOC106075124	XP_055874020.1
LOC106075124	XP_055874021.1
LOC106075126	XP_055871443.1
LOC106075126	XP_055871444.1
LOC106075126	XP_055871445.1
LOC106075126	XP_055871446.1
LOC106075131	XP_013091503.2
LOC106075131	XP_013091505.2
LOC106075131	XP_055887965.1
LOC106075132	XP_055896244.1
LOC106075132	XP_055896253.1
LOC106075132	XP_055896262.1
LOC106075132	XP_055896269.1
LOC106075132	XP_055896273.1
LOC106075132	XP_055896279.1
LOC106075132	XP_055896288.1
LOC106075133	XP_013091543.1
LOC106075133	XP_013091698.1
LOC106075133	XP_013091754.1
LOC106075133	XP_055876817.1
LOC106075133	XP_055876819.1
LOC106075135	XP_055880054.1
LOC106075135	XP_055880055.1
LOC106075136	XP_055880450.1
LOC106075136	XP_055880451.1
LOC106075136	XP_055880453.1
LOC106075139	XP_013091516.2
LOC106075139	XP_013091517.2
LOC106075140	XP_055880056.1
LOC106075140	XP_055880057.1
LOC106075141	XP_013091523.2
LOC106075142	XP_013091520.1
LOC106075143	XP_055901278.1
LOC106075144	XP_055882815.1
LOC106075147	XP_055892808.1
LOC106075147	XP_055892809.1
LOC106075147	XP_055892810.1
LOC106075147	XP_055892811.1
LOC106075147	XP_055892812.1
LOC106075149	XP_055896849.1
LOC106075149	XP_055896855.1
LOC106075151	XP_013091528.2
LOC106075152	XP_013091531.2
LOC106075152	XP_013091539.2
LOC106075152	XP_013091548.2
LOC106075153	XP_055860896.1
LOC106075153	XP_055860897.1
LOC106075154	XP_055860121.1
LOC106075154	XP_055860122.1
LOC106075154	XP_055860123.1
LOC106075163	XP_013091541.2
LOC106075166	XP_055876240.1
LOC106075166	XP_055876241.1
LOC106075167	XP_055876237.1
LOC106075168	XP_055876203.1
LOC106075168	XP_055876204.1
LOC106075168	XP_055876205.1
LOC106075169	XP_055876229.1
LOC106075169	XP_055876230.1
LOC106075170	XP_013091550.2
LOC106075170	XP_013091551.2
LOC106075170	XP_013091552.2
LOC106075170	XP_055876223.1
LOC106075170	XP_055876224.1
LOC106075170	XP_055876225.1
LOC106075170	XP_055876226.1
LOC106075171	XP_013091555.2
LOC106075171	XP_055876233.1
LOC106075172	XP_013091556.1
LOC106075172	XP_013091557.1
LOC106075173	XP_013091561.2
LOC106075173	XP_013091570.2
LOC106075173	XP_013091584.2
LOC106075174	XP_013091558.2
LOC106075174	XP_013091559.2
LOC106075174	XP_013091560.2
LOC106075174	XP_013091562.2
LOC106075174	XP_013091563.2
LOC106075174	XP_055876234.1
LOC106075174	XP_055876235.1
LOC106075174	XP_055876236.1
LOC106075175	XP_013091564.2
LOC106075175	XP_013091566.2
LOC106075175	XP_013091567.2
LOC106075175	XP_013091568.2
LOC106075175	XP_055876207.1
LOC106075175	XP_055876208.1
LOC106075175	XP_055876209.1
LOC106075175	XP_055876210.1
LOC106075175	XP_055876211.1
LOC106075179	XP_055898827.1
LOC106075179	XP_055898828.1
LOC106075181	XP_055884616.1
LOC106075185	XP_055866387.1
LOC106075186	XP_055901044.1
LOC106075187	XP_055897024.1
LOC106075187	XP_055897026.1
LOC106075188	XP_055896836.1
LOC106075189	XP_013091580.2
LOC106075189	XP_013091581.2
LOC106075189	XP_013091582.2
LOC106075189	XP_013091583.2
LOC106075190	XP_055896787.1
LOC106075191	XP_055896788.1
LOC106075192	XP_055863948.1
LOC106075194	XP_013091590.2
LOC106075196	XP_013091593.1
LOC106075197	XP_055881689.1
LOC106075197	XP_055881690.1
LOC106075197	XP_055881691.1
LOC106075198	XP_055865173.1
LOC106075199	XP_055884733.1
LOC106075199	XP_055884734.1
LOC106075199	XP_055884735.1
LOC106075200	XP_055885890.1
LOC106075200	XP_055885899.1
LOC106075202	XP_055885929.1
LOC106075202	XP_055885931.1
LOC106075203	XP_013091597.2
LOC106075203	XP_055885912.1
LOC106075204	XP_055887034.1
LOC106075206	XP_055898971.1
LOC106075206	XP_055898972.1
LOC106075206	XP_055898973.1
LOC106075206	XP_055898975.1
LOC106075206	XP_055898976.1
LOC106075206	XP_055898977.1
LOC106075206	XP_055898978.1
LOC106075206	XP_055898979.1
LOC106075206	XP_055898980.1
LOC106075206	XP_055898981.1
LOC106075207	XP_013091604.2
LOC106075207	XP_055874016.1
LOC106075208	XP_055873312.1
LOC106075210	XP_013091603.2
LOC106075211	XP_055868145.1
LOC106075212	XP_055864287.1
LOC106075212	XP_055864288.1
LOC106075212	XP_055864289.1
LOC106075214	XP_013091608.2
LOC106075214	XP_013091609.2
LOC106075214	XP_013091610.2
LOC106075214	XP_013091611.2
LOC106075214	XP_055881556.1
LOC106075214	XP_055881557.1
LOC106075215	XP_055882853.1
LOC106075215	XP_055882854.1
LOC106075220	XP_013091617.2
LOC106075221	XP_013091618.2
LOC106075221	XP_013091619.2
LOC106075221	XP_055879224.1
LOC106075221	XP_055879246.1
LOC106075224	XP_055872426.1
LOC106075225	XP_055876178.1
LOC106075225	XP_055876179.1
LOC106075225	XP_055876180.1
LOC106075225	XP_055876181.1
LOC106075225	XP_055876182.1
LOC106075225	XP_055876183.1
LOC106075225	XP_055876184.1
LOC106075225	XP_055876185.1
LOC106075226	XP_013091627.2
LOC106075227	XP_055899804.1
LOC106075227	XP_055899805.1
LOC106075228	XP_055899798.1
LOC106075228	XP_055899799.1
LOC106075228	XP_055899800.1
LOC106075228	XP_055899801.1
LOC106075228	XP_055899802.1
LOC106075228	XP_055899803.1
LOC106075230	XP_055874263.1
LOC106075231	XP_055874261.1
LOC106075231	XP_055874262.1
LOC106075233	XP_013091631.2
LOC106075233	XP_055891316.1
LOC106075233	XP_055891317.1
LOC106075234	XP_013091632.2
LOC106075235	XP_055862364.1
LOC106075235	XP_055862365.1
LOC106075236	XP_055861546.1
LOC106075237	XP_013091638.2
LOC106075238	XP_055862253.1
LOC106075239	XP_055862648.1
LOC106075239	XP_055862649.1
LOC106075239	XP_055862650.1
LOC106075239	XP_055862651.1
LOC106075239	XP_055862652.1
LOC106075240	XP_055861761.1
LOC106075240	XP_055861762.1
LOC106075240	XP_055861763.1
LOC106075241	XP_055861948.1
LOC106075242	XP_055898699.1
LOC106075242	XP_055898700.1
LOC106075243	XP_055861662.1
LOC106075243	XP_055861663.1
LOC106075243	XP_055861664.1
LOC106075243	XP_055861665.1
LOC106075243	XP_055861666.1
LOC106075243	XP_055861667.1
LOC106075244	XP_055861668.1
LOC106075244	XP_055861669.1
LOC106075244	XP_055861670.1
LOC106075246	XP_055862368.1
LOC106075246	XP_055862369.1
LOC106075247	XP_013091645.2
LOC106075248	XP_013091648.1
LOC106075251	XP_055863134.1
LOC106075251	XP_055863135.1
LOC106075251	XP_055863136.1
LOC106075252	XP_055863138.1
LOC106075252	XP_055863139.1
LOC106075252	XP_055863140.1
LOC106075252	XP_055863141.1
LOC106075253	XP_013091650.1
LOC106075253	XP_013091651.1
LOC106075253	XP_013091653.1
LOC106075253	XP_013091655.1
LOC106075253	XP_055863142.1
LOC106075254	XP_013091656.2
LOC106075254	XP_013091657.2
LOC106075254	XP_013091660.2
LOC106075254	XP_055861244.1
LOC106075255	XP_013091662.2
LOC106075256	XP_013091661.1
LOC106075257	XP_013091663.2
LOC106075258	XP_055898703.1
LOC106075258	XP_055898704.1
LOC106075258	XP_055898705.1
LOC106075258	XP_055898706.1
LOC106075258	XP_055898707.1
LOC106075258	XP_055898708.1
LOC106075259	XP_055898679.1
LOC106075259	XP_055898680.1
LOC106075259	XP_055898681.1
LOC106075259	XP_055898683.1
LOC106075259	XP_055898684.1
LOC106075259	XP_055898685.1
LOC106075259	XP_055898686.1
LOC106075259	XP_055898687.1
LOC106075260	XP_055863025.1
LOC106075260	XP_055863026.1
LOC106075262	XP_055864070.1
LOC106075262	XP_055864071.1
LOC106075262	XP_055864072.1
LOC106075262	XP_055864073.1
LOC106075263	XP_013091671.2
LOC106075263	XP_055900087.1
LOC106075264	XP_013091676.2
LOC106075265	XP_013091677.2
LOC106075267	XP_013091678.1
LOC106075267	XP_013091680.1
LOC106075267	XP_013091681.1
LOC106075267	XP_013091683.1
LOC106075267	XP_013091684.1
LOC106075267	XP_013091685.1
LOC106075267	XP_055900679.1
LOC106075267	XP_055900680.1
LOC106075267	XP_055900681.1
LOC106075268	XP_055900614.1
LOC106075268	XP_055900615.1
LOC106075269	XP_055894008.1
LOC106075270	XP_055894795.1
LOC106075272	XP_055894114.1
LOC106075272	XP_055894121.1
LOC106075273	XP_055894086.1
LOC106075273	XP_055894095.1
LOC106075273	XP_055894102.1
LOC106075274	XP_055883644.1
LOC106075275	XP_055882926.1
LOC106075275	XP_055882927.1
LOC106075275	XP_055882928.1
LOC106075276	XP_055872623.1
LOC106075280	XP_013091699.2
LOC106075281	XP_055865052.1
LOC106075282	XP_055863880.1
LOC106075282	XP_055863881.1
LOC106075282	XP_055863882.1
LOC106075283	XP_055897574.1
LOC106075283	XP_055897575.1
LOC106075283	XP_055897576.1
LOC106075284	XP_055864061.1
LOC106075287	XP_055864755.1
LOC106075287	XP_055864756.1
LOC106075287	XP_055864758.1
LOC106075287	XP_055864759.1
LOC106075289	XP_055864003.1
LOC106075289	XP_055864004.1
LOC106075289	XP_055864005.1
LOC106075289	XP_055864006.1
LOC106075290	XP_055898459.1
LOC106075291	XP_013091711.2
LOC106075291	XP_013091712.2
LOC106075291	XP_013091713.2
LOC106075291	XP_013091714.2
LOC106075291	XP_055864725.1
LOC106075292	XP_055877814.1
LOC106075292	XP_055877815.1
LOC106075292	XP_055877816.1
LOC106075296	XP_055862176.1
LOC106075297	XP_013091719.2
LOC106075298	XP_055864178.1
LOC106075298	XP_055864180.1
LOC106075298	XP_055864181.1
LOC106075298	XP_055864182.1
LOC106075301	XP_055864399.1
LOC106075307	XP_055897982.1
LOC106075307	XP_055897983.1
LOC106075309	XP_013091725.2
LOC106075311	XP_055892084.1
LOC106075311	XP_055892085.1
LOC106075311	XP_055892086.1
LOC106075315	XP_055891178.1
LOC106075315	XP_055891179.1
LOC106075319	XP_013091734.2
LOC106075319	XP_055898776.1
LOC106075320	XP_055900667.1
LOC106075322	XP_055886485.1
LOC106075323	XP_013091737.1
LOC106075324	XP_055866458.1
LOC106075327	XP_055860538.1
LOC106075327	XP_055860539.1
LOC106075327	XP_055860540.1
LOC106075327	XP_055860542.1
LOC106075328	XP_055893426.1
LOC106075332	XP_055862306.1
LOC106075340	XP_055895105.1
LOC106075340	XP_055895106.1
LOC106075340	XP_055895107.1
LOC106075344	XP_055863760.1
LOC106075345	XP_055891532.1
LOC106075345	XP_055891533.1
LOC106075345	XP_055891534.1
LOC106075345	XP_055891535.1
LOC106075349	XP_055889140.1
LOC106075349	XP_055889141.1
LOC106075351	XP_055870380.1
LOC106075351	XP_055870381.1
LOC106075351	XP_055870382.1
LOC106075356	XP_055882177.1
LOC106075356	XP_055882178.1
LOC106075356	XP_055882179.1
LOC106075356	XP_055882180.1
LOC106075356	XP_055882181.1
LOC106075356	XP_055882182.1
LOC106075356	XP_055882183.1
LOC106075356	XP_055882185.1
LOC106075356	XP_055882186.1
LOC106075358	XP_055881961.1
LOC106075358	XP_055881963.1
LOC106075358	XP_055881964.1
LOC106075358	XP_055881965.1
LOC106075358	XP_055881966.1
LOC106075358	XP_055881967.1
LOC106075358	XP_055881968.1
LOC106075358	XP_055881969.1
LOC106075358	XP_055881970.1
LOC106075358	XP_055881971.1
LOC106075358	XP_055881972.1
LOC106075358	XP_055881974.1
LOC106075358	XP_055881975.1
LOC106075359	XP_055881977.1
LOC106075359	XP_055881978.1
LOC106075359	XP_055881979.1
LOC106075360	XP_055881991.1
LOC106075360	XP_055881992.1
LOC106075360	XP_055881993.1
LOC106075360	XP_055881994.1
LOC106075360	XP_055881995.1
LOC106075361	XP_055882795.1
LOC106075361	XP_055882796.1
LOC106075361	XP_055882797.1
LOC106075362	XP_055894438.1
LOC106075362	XP_055894439.1
LOC106075362	XP_055894440.1
LOC106075362	XP_055894441.1
LOC106075369	XP_055897783.1
LOC106075371	XP_055892816.1
LOC106075371	XP_055892817.1
LOC106075372	XP_055892126.1
LOC106075377	XP_055885932.1
LOC106075378	XP_055899053.1
LOC106075380	XP_055880170.1
LOC106075381	XP_055879585.1
LOC106075387	XP_055868623.1
LOC106075388	XP_055871020.1
LOC106075388	XP_055871021.1
LOC106075390	XP_055869937.1
LOC106075391	XP_055869936.1
LOC106075393	XP_013091792.2
LOC106075393	XP_055898458.1
LOC106075393	XP_055898462.1
LOC106075397	XP_013091796.2
LOC106075397	XP_013091803.2
LOC106075397	XP_055893423.1
LOC106075397	XP_055893425.1
LOC106075401	XP_013091797.2
LOC106075401	XP_055893200.1
LOC106075414	XP_055868742.1
LOC106075415	XP_055893427.1
LOC106075417	XP_055900869.1
LOC106075417	XP_055900870.1
LOC106075417	XP_055900871.1
LOC106075417	XP_055900873.1
LOC106075417	XP_055900874.1
LOC106075417	XP_055900875.1
LOC106075421	XP_013091842.1
LOC106075421	XP_055876820.1
LOC106075422	XP_055861630.1
LOC106075426	XP_013091819.1
LOC106075426	XP_013091824.1
LOC106075426	XP_013091829.1
LOC106075426	XP_013091835.1
LOC106075426	XP_013091843.1
LOC106075426	XP_055893428.1
LOC106075427	XP_055891816.1
LOC106075430	XP_055889691.1
LOC106075433	XP_055863081.1
LOC106075433	XP_055863082.1
LOC106075433	XP_055863083.1
LOC106075433	XP_055863084.1
LOC106075433	XP_055863085.1
LOC106075436	XP_055862784.1
LOC106075437	XP_013091826.2
LOC106075437	XP_013091827.1
LOC106075437	XP_055895584.1
LOC106075437	XP_055895585.1
LOC106075437	XP_055895586.1
LOC106075437	XP_055895587.1
LOC106075439	XP_055895578.1
LOC106075439	XP_055895579.1
LOC106075439	XP_055895580.1
LOC106075442	XP_055885643.1
LOC106075457	XP_055891942.1
LOC106075458	XP_055897372.1
LOC106075458	XP_055897373.1
LOC106075458	XP_055897374.1
LOC106075458	XP_055897375.1
LOC106075461	XP_055893854.1
LOC106075461	XP_055893855.1
LOC106075461	XP_055893856.1
LOC106075465	XP_055873324.1
LOC106075465	XP_055873325.1
LOC106075465	XP_055873326.1
LOC106075465	XP_055873327.1
LOC106075465	XP_055873329.1
LOC106075470	XP_055893506.1
LOC106075470	XP_055893507.1
LOC106075470	XP_055893508.1
LOC106075472	XP_055866527.1
LOC106075472	XP_055866528.1
LOC106075474	XP_055896484.1
LOC106075474	XP_055896485.1
LOC106075474	XP_055896486.1
LOC106075474	XP_055896487.1
LOC106075474	XP_055896488.1
LOC106075479	XP_055895242.1
LOC106075479	XP_055895243.1
LOC106075480	XP_013091866.1
LOC106075480	XP_013091867.1
LOC106075480	XP_055900913.1
LOC106075480	XP_055900914.1
LOC106075480	XP_055900915.1
LOC106075480	XP_055900916.1
LOC106075482	XP_013080037.2
LOC106075482	XP_013080044.2
LOC106075482	XP_055885139.1
LOC106075489	XP_055893219.1
LOC106075489	XP_055893220.1
LOC106075493	XP_055861185.1
LOC106075493	XP_055861186.1
LOC106075494	XP_055877930.1
LOC106075494	XP_055877931.1
LOC106075499	XP_055876187.1
LOC106075501	XP_055886674.1
LOC106075501	XP_055886675.1
LOC106075501	XP_055886676.1
LOC106075501	XP_055886677.1
LOC106075505	XP_055897993.1
LOC106075505	XP_055897994.1
LOC106075512	XP_055872618.1
LOC106075512	XP_055872619.1
LOC106075518	XP_055895550.1
LOC106075520	XP_055892371.1
LOC106075522	XP_055872307.1
LOC106075523	XP_013091902.1
LOC106075528	XP_013091904.2
LOC106075534	XP_055893238.1
LOC106075536	XP_055875866.1
LOC106075536	XP_055875867.1
LOC106075536	XP_055875868.1
LOC106075541	XP_055860978.1
LOC106075541	XP_055860980.1
LOC106075541	XP_055860981.1
LOC106075544	XP_055866261.1
LOC106075552	XP_055888236.1
LOC106075553	XP_013091926.2
LOC106075563	XP_055866633.1
LOC106075570	XP_055873410.1
LOC106075570	XP_055873416.1
LOC106075570	XP_055873426.1
LOC106075570	XP_055873433.1
LOC106075570	XP_055873442.1
LOC106075571	XP_055895261.1
LOC106075571	XP_055895262.1
LOC106075572	XP_055859955.1
LOC106075572	XP_055859956.1
LOC106075575	XP_055881503.1
LOC106075578	XP_055872842.1
LOC106075579	XP_055883107.1
LOC106075579	XP_055883108.1
LOC106075580	XP_055879444.1
LOC106075588	XP_055897976.1
LOC106075588	XP_055897977.1
LOC106075591	XP_055864340.1
LOC106075591	XP_055864341.1
LOC106075591	XP_055864342.1
LOC106075591	XP_055864343.1
LOC106075591	XP_055864345.1
LOC106075591	XP_055864346.1
LOC106075595	XP_013091960.1
LOC106075597	XP_055897219.1
LOC106075597	XP_055897220.1
LOC106075597	XP_055897221.1
LOC106075597	XP_055897222.1
LOC106075600	XP_055879959.1
LOC106075603	XP_055897073.1
LOC106075607	XP_055863225.1
LOC106075612	XP_055894538.1
LOC106075612	XP_055894539.1
LOC106075612	XP_055894540.1
LOC106075612	XP_055894541.1
LOC106075612	XP_055894542.1
LOC106075612	XP_055894543.1
LOC106075619	XP_013091977.2
LOC106075627	XP_055900343.1
LOC106075628	XP_055895144.1
LOC106075628	XP_055895145.1
LOC106075628	XP_055895146.1
LOC106075628	XP_055895147.1
LOC106075628	XP_055895148.1
LOC106075628	XP_055895149.1
LOC106075628	XP_055895150.1
LOC106075630	XP_055870462.1
LOC106075630	XP_055870463.1
LOC106075630	XP_055870464.1
LOC106075631	XP_055884556.1
LOC106075636	XP_013083650.2
LOC106075636	XP_055876421.1
LOC106075637	XP_013092003.1
LOC106075641	XP_055894308.1
LOC106075641	XP_055894311.1
LOC106075641	XP_055894312.1
LOC106075641	XP_055894313.1
LOC106075643	XP_055867892.1
LOC106075643	XP_055867893.1
LOC106075643	XP_055867894.1
LOC106075643	XP_055867895.1
LOC106075649	XP_055874622.1
LOC106075649	XP_055874623.1
LOC106075649	XP_055874624.1
LOC106075649	XP_055874625.1
LOC106075649	XP_055874626.1
LOC106075649	XP_055874627.1
LOC106075655	XP_013092019.1
LOC106075655	XP_013092020.1
LOC106075655	XP_055898987.1
LOC106075659	XP_055883950.1
LOC106075660	XP_055892018.1
LOC106075661	XP_055875313.1
LOC106075664	XP_013092031.1
LOC106075666	XP_055868503.1
LOC106075668	XP_055868495.1
LOC106075673	XP_055891074.1
LOC106075673	XP_055891075.1
LOC106075675	XP_055896426.1
LOC106075680	XP_055863331.1
LOC106075682	XP_013092045.1
LOC106075683	XP_055870786.1
LOC106075685	XP_055866366.1
LOC106075685	XP_055866367.1
LOC106075685	XP_055866368.1
LOC106075685	XP_055866369.1
LOC106075688	XP_055862658.1
LOC106075691	XP_013092048.2
LOC106075691	XP_013092049.2
LOC106075691	XP_055863871.1
LOC106075691	XP_055863872.1
LOC106075692	XP_055863873.1
LOC106075692	XP_055863874.1
LOC106075693	XP_055885847.1
LOC106075698	XP_055886054.1
LOC106075699	XP_055882062.1
LOC106075699	XP_055882063.1
LOC106075700	XP_055872233.1
LOC106075700	XP_055872234.1
LOC106075701	XP_055894459.1
LOC106075705	XP_055862144.1
LOC106075706	XP_055869711.1
LOC106075706	XP_055869712.1
LOC106075706	XP_055869714.1
LOC106075706	XP_055869715.1
LOC106075706	XP_055869716.1
LOC106075706	XP_055869717.1
LOC106075706	XP_055869718.1
LOC106075706	XP_055869719.1
LOC106075706	XP_055869720.1
LOC106075706	XP_055869721.1
LOC106075708	XP_055865145.1
LOC106075713	XP_013092069.1
LOC106075713	XP_055893333.1
LOC106075719	XP_055866468.1
LOC106075719	XP_055866469.1
LOC106075719	XP_055866470.1
LOC106075719	XP_055866471.1
LOC106075719	XP_055866472.1
LOC106075722	XP_013092074.2
LOC106075723	XP_055870206.1
LOC106075725	XP_055861751.1
LOC106075727	XP_013092079.2
LOC106075727	XP_055878387.1
LOC106075727	XP_055878388.1
LOC106075732	XP_013092084.2
LOC106075733	XP_055862174.1
LOC106075739	XP_055861956.1
LOC106075739	XP_055861957.1
LOC106075740	XP_055862643.1
LOC106075741	XP_055896358.1
LOC106075741	XP_055896359.1
LOC106075742	XP_013092093.2
LOC106075742	XP_013092099.2
LOC106075742	XP_013092107.2
LOC106075744	XP_013092091.2
LOC106075746	XP_055890699.1
LOC106075746	XP_055890700.1
LOC106075746	XP_055890701.1
LOC106075747	XP_055890702.1
LOC106075751	XP_055885060.1
LOC106075751	XP_055885061.1
LOC106075751	XP_055885062.1
LOC106075751	XP_055885063.1
LOC106075751	XP_055885064.1
LOC106075752	XP_055865289.1
LOC106075753	XP_055883672.1
LOC106075755	XP_055878996.1
LOC106075755	XP_055879003.1
LOC106075757	XP_013092104.2
LOC106075757	XP_055879071.1
LOC106075758	XP_055879037.1
LOC106075758	XP_055879044.1
LOC106075759	XP_055879084.1
LOC106075759	XP_055879093.1
LOC106075759	XP_055879101.1
LOC106075759	XP_055879110.1
LOC106075759	XP_055879114.1
LOC106075759	XP_055879119.1
LOC106075759	XP_055879128.1
LOC106075759	XP_055879133.1
LOC106075759	XP_055879144.1
LOC106075759	XP_055879152.1
LOC106075759	XP_055879160.1
LOC106075759	XP_055879170.1
LOC106075759	XP_055879180.1
LOC106075760	XP_055879195.1
LOC106075768	XP_055894442.1
LOC106075768	XP_055894443.1
LOC106075769	XP_055859965.1
LOC106075770	XP_055884024.1
LOC106075771	XP_055883890.1
LOC106075774	XP_055895860.1
LOC106075774	XP_055895861.1
LOC106075776	XP_055871834.1
LOC106075776	XP_055871836.1
LOC106075776	XP_055871837.1
LOC106075782	XP_055868622.1
LOC106075784	XP_055899629.1
LOC106075786	XP_055884470.1
LOC106075787	XP_013092131.2
LOC106075787	XP_013092140.2
LOC106075787	XP_013092147.2
LOC106075787	XP_055894449.1
LOC106075791	XP_055859780.1
LOC106075791	XP_055859781.1
LOC106075791	XP_055859782.1
LOC106075794	XP_055867281.1
LOC106075794	XP_055867282.1
LOC106075795	XP_055876199.1
LOC106075796	XP_013092137.2
LOC106075796	XP_013092138.2
LOC106075796	XP_013092139.2
LOC106075796	XP_055895625.1
LOC106075796	XP_055895627.1
LOC106075796	XP_055895628.1
LOC106075796	XP_055895629.1
LOC106075798	XP_013092141.2
LOC106075798	XP_055875752.1
LOC106075807	XP_055861622.1
LOC106075807	XP_055861623.1
LOC106075808	XP_055895642.1
LOC106075809	XP_013092152.1
LOC106075810	XP_055893934.1
LOC106075810	XP_055893935.1
LOC106075810	XP_055893936.1
LOC106075811	XP_055893227.1
LOC106075811	XP_055893229.1
LOC106075811	XP_055893230.1
LOC106075815	XP_055869841.1
LOC106075817	XP_013092157.2
LOC106075821	XP_055874671.1
LOC106075821	XP_055874672.1
LOC106075822	XP_055862445.1
LOC106075822	XP_055862449.1
LOC106075822	XP_055862453.1
LOC106075822	XP_055862459.1
LOC106075822	XP_055862470.1
LOC106075822	XP_055862478.1
LOC106075822	XP_055862485.1
LOC106075822	XP_055862490.1
LOC106075826	XP_055862406.1
LOC106075826	XP_055862417.1
LOC106075826	XP_055862426.1
LOC106075826	XP_055862435.1
LOC106075828	XP_055894399.1
LOC106075828	XP_055894400.1
LOC106075832	XP_055884642.1
LOC106075832	XP_055884643.1
LOC106075832	XP_055884644.1
LOC106075833	XP_055894444.1
LOC106075833	XP_055894445.1
LOC106075833	XP_055894446.1
LOC106075833	XP_055894447.1
LOC106075834	XP_055895252.1
LOC106075836	XP_055889540.1
LOC106075837	XP_055897621.1
LOC106075837	XP_055897622.1
LOC106075842	XP_055864647.1
LOC106075843	XP_055876275.1
LOC106075845	XP_055900081.1
LOC106075845	XP_055900082.1
LOC106075845	XP_055900084.1
LOC106075845	XP_055900085.1
LOC106075845	XP_055900086.1
LOC106075847	XP_013092208.2
LOC106075847	XP_055862103.1
LOC106075848	XP_055892741.1
LOC106075848	XP_055892742.1
LOC106075853	XP_055875778.1
LOC106075853	XP_055875779.1
LOC106075854	XP_013092189.2
LOC106075860	XP_055866866.1
LOC106075860	XP_055866868.1
